,strain,gene,hit_score
924,Ruminococcus-lactaris-ATCC-29176-MAF-2,lcdcustom,34.2
925,Ruminococcus-lactaris-ATCC-29176-MAF-2,malYcustom,568.0
926,Ruminococcus-lactaris-ATCC-29176-MAF-2,metCcustom,476.0
927,Ruminococcus-torques-ATCC-27756-MAF-2,cysKcustom,529.5
928,Ruminococcus-torques-ATCC-27756-MAF-2,cysMcustom,377.6
929,Ruminococcus-torques-ATCC-27756-MAF-2,lcdcustom,44.0
930,Ruminococcus-torques-ATCC-27756-MAF-2,malYcustom,193.4
931,Ruminococcus-torques-ATCC-27756-MAF-2,metCcustom,383.5
932,Ruminococcus_bicirculans,cysKcustom,519.0
933,Ruminococcus_bicirculans,cysMcustom,356.4
934,Ruminococcus_bicirculans,lcdcustom,30.8
935,Ruminococcus_bicirculans,malYcustom,197.4
936,Ruminococcus_bicirculans,metCcustom,387.9
937,Ruminococcus_bromii,cysKcustom,523.6
938,Ruminococcus_bromii,cysMcustom,367.6
939,Ruminococcus_bromii,lcdcustom,61.6
940,Ruminococcus_bromii,malYcustom,205.0
941,Ruminococcus_bromii,metCcustom,390.4
942,Sellimonas_intestinalis,cysKcustom,527.2
943,Sellimonas_intestinalis,cysMcustom,371.7
944,Sellimonas_intestinalis,lcdcustom,49.1
945,Sellimonas_intestinalis,malYcustom,553.6
946,Sellimonas_intestinalis,metCcustom,438.3
947,Staphylococcus_epidermidis,cysKcustom,533.8
948,Staphylococcus_epidermidis,cysMcustom,359.1
949,Staphylococcus_epidermidis,lcdcustom,72.6
950,Staphylococcus_epidermidis,malYcustom,177.4
951,Staphylococcus_epidermidis,metCcustom,528.0
952,Staphylococcus_lentus,cysKcustom,534.8
953,Staphylococcus_lentus,cysMcustom,366.9
954,Staphylococcus_lentus,lcdcustom,62.3
955,Staphylococcus_lentus,malYcustom,512.3
956,Staphylococcus_lentus,metCcustom,456.1
957,Staphylococcus_nepalensis,cysKcustom,527.9
958,Staphylococcus_nepalensis,cysMcustom,355.1
959,Staphylococcus_nepalensis,lcdcustom,69.3
960,Staphylococcus_nepalensis,malYcustom,553.9
961,Staphylococcus_nepalensis,metCcustom,474.4
962,Staphylococcus_xylosus,cysKcustom,529.9
963,Staphylococcus_xylosus,cysMcustom,353.8
964,Staphylococcus_xylosus,lcdcustom,68.3
965,Staphylococcus_xylosus,malYcustom,185.6
966,Staphylococcus_xylosus,metCcustom,522.7
967,Stenotrophomonas_maltophilia,cysKcustom,484.0
968,Stenotrophomonas_maltophilia,cysMcustom,357.6
969,Stenotrophomonas_maltophilia,lcdcustom,116.8
970,Stenotrophomonas_maltophilia,malYcustom,157.3
971,Stenotrophomonas_maltophilia,metCcustom,505.0
972,Streptococcus-thermophilus-LMD-9-MAF-2,cysKcustom,509.7
973,Streptococcus-thermophilus-LMD-9-MAF-2,cysMcustom,354.8
974,Streptococcus-thermophilus-LMD-9-MAF-2,lcdcustom,61.5
975,Streptococcus-thermophilus-LMD-9-MAF-2,malYcustom,523.0
976,Streptococcus-thermophilus-LMD-9-MAF-2,metCcustom,396.4
977,Streptococcus_agalactiae,cysKcustom,499.6
978,Streptococcus_agalactiae,cysMcustom,329.0
979,Streptococcus_agalactiae,lcdcustom,66.9
980,Streptococcus_agalactiae,malYcustom,507.4
981,Streptococcus_agalactiae,metCcustom,28.5
982,Streptococcus_anginosus,cysKcustom,506.3
983,Streptococcus_anginosus,cysMcustom,337.8
984,Streptococcus_anginosus,lcdcustom,65.2
985,Streptococcus_anginosus,malYcustom,544.2
986,Streptococcus_anginosus,metCcustom,399.7
987,Streptococcus_caballi,cysKcustom,517.3
988,Streptococcus_caballi,cysMcustom,350.0
989,Streptococcus_caballi,lcdcustom,58.3
990,Streptococcus_caballi,malYcustom,524.9
991,Streptococcus_caballi,metCcustom,391.7
992,Streptococcus_castoreus,cysKcustom,512.7
993,Streptococcus_castoreus,cysMcustom,340.7
994,Streptococcus_castoreus,lcdcustom,73.0
995,Streptococcus_castoreus,malYcustom,204.6
996,Streptococcus_castoreus,metCcustom,36.7
997,Streptococcus_didelphis,cysKcustom,506.8
998,Streptococcus_didelphis,cysMcustom,343.6
999,Streptococcus_didelphis,lcdcustom,62.5
1000,Streptococcus_didelphis,malYcustom,196.9
1001,Streptococcus_didelphis,metCcustom,26.1
1002,Streptococcus_henryi,cysKcustom,507.4
1003,Streptococcus_henryi,cysMcustom,342.4
1004,Streptococcus_henryi,lcdcustom,74.0
1005,Streptococcus_henryi,malYcustom,531.8
1006,Streptococcus_henryi,metCcustom,396.8
1007,Streptococcus_hyovaginalis,cysKcustom,508.0
1008,Streptococcus_hyovaginalis,cysMcustom,340.4
1009,Streptococcus_hyovaginalis,lcdcustom,67.8
1010,Streptococcus_hyovaginalis,malYcustom,511.8
1011,Streptococcus_hyovaginalis,metCcustom,387.6
1012,Streptococcus_lutetiensis,cysKcustom,511.8
1013,Streptococcus_lutetiensis,cysMcustom,341.2
1014,Streptococcus_lutetiensis,lcdcustom,82.2
1015,Streptococcus_lutetiensis,malYcustom,525.2
1016,Streptococcus_lutetiensis,metCcustom,384.2
1017,Streptococcus_merionis,cysKcustom,520.7
1018,Streptococcus_merionis,cysMcustom,344.1
1019,Streptococcus_merionis,lcdcustom,58.9
1020,Streptococcus_merionis,malYcustom,525.7
1021,Streptococcus_merionis,metCcustom,501.5
1022,Streptococcus_mutans,cysKcustom,508.6
1023,Streptococcus_mutans,cysMcustom,342.4
1024,Streptococcus_mutans,lcdcustom,62.9
1025,Streptococcus_mutans,malYcustom,518.8
1026,Streptococcus_mutans,metCcustom,383.9
1027,Streptococcus_oralis,cysKcustom,502.2
1028,Streptococcus_oralis,cysMcustom,335.1
1029,Streptococcus_oralis,lcdcustom,69.6
1030,Streptococcus_oralis,malYcustom,523.5
1031,Streptococcus_oralis,metCcustom,399.1
1032,Streptococcus_ovis,cysKcustom,509.6
1033,Streptococcus_ovis,cysMcustom,343.7
1034,Streptococcus_ovis,lcdcustom,70.1
1035,Streptococcus_ovis,malYcustom,522.2
1036,Streptococcus_ovis,metCcustom,390.7
1037,Streptococcus_parasanguinis,cysKcustom,512.7
1038,Streptococcus_parasanguinis,cysMcustom,345.2
1039,Streptococcus_parasanguinis,lcdcustom,71.0
1040,Streptococcus_parasanguinis,malYcustom,524.8
1041,Streptococcus_parasanguinis,metCcustom,393.7
1042,Streptococcus_plurextorum,cysKcustom,513.9
1043,Streptococcus_plurextorum,cysMcustom,348.2
1044,Streptococcus_plurextorum,lcdcustom,70.4
1045,Streptococcus_plurextorum,malYcustom,214.4
1046,Streptococcus_plurextorum,metCcustom,24.1
1047,Streptococcus_porci,cysKcustom,510.0
1048,Streptococcus_porci,cysMcustom,343.9
1049,Streptococcus_porci,lcdcustom,70.9
1050,Streptococcus_porci,malYcustom,528.4
1051,Streptococcus_porci,metCcustom,402.5
1052,Streptococcus_pyogenes,cysKcustom,512.0
1053,Streptococcus_pyogenes,cysMcustom,342.0
1054,Streptococcus_pyogenes,lcdcustom,74.6
1055,Streptococcus_pyogenes,malYcustom,198.4
1056,Streptococcus_pyogenes,metCcustom,502.6
1057,Streptococcus_salivarius,cysKcustom,513.7
1058,Streptococcus_salivarius,cysMcustom,355.8
1059,Streptococcus_salivarius,lcdcustom,65.0
1060,Streptococcus_salivarius,malYcustom,526.6
1061,Streptococcus_salivarius,metCcustom,396.7
1062,Streptococcus_sobrinus,cysKcustom,509.8
1063,Streptococcus_sobrinus,cysMcustom,325.0
1064,Streptococcus_sobrinus,lcdcustom,52.5
1065,Streptococcus_sobrinus,malYcustom,516.8
1066,Streptococcus_sobrinus,metCcustom,392.3
1067,Streptococcus_thoraltensis,cysKcustom,498.4
1068,Streptococcus_thoraltensis,cysMcustom,341.3
1069,Streptococcus_thoraltensis,lcdcustom,63.0
1070,Streptococcus_thoraltensis,malYcustom,518.4
1071,Streptococcus_thoraltensis,metCcustom,382.0
1072,Subdoligranulum-variabile-DSM-15176-MAF-2,cysKcustom,533.7
1073,Subdoligranulum-variabile-DSM-15176-MAF-2,cysMcustom,374.4
1074,Subdoligranulum-variabile-DSM-15176-MAF-2,lcdcustom,24.8
1075,Subdoligranulum-variabile-DSM-15176-MAF-2,malYcustom,431.0
1076,Subdoligranulum-variabile-DSM-15176-MAF-2,metCcustom,363.2
1077,Sutterella_wadsworthensis,cysKcustom,443.7
1078,Sutterella_wadsworthensis,cysMcustom,514.1
1079,Sutterella_wadsworthensis,lcdcustom,35.5
1080,Sutterella_wadsworthensis,malYcustom,508.0
1081,Sutterella_wadsworthensis,metCcustom,504.2
1082,Turicibacter_sanguinis,cysKcustom,523.5
1083,Turicibacter_sanguinis,cysMcustom,353.6
1084,Turicibacter_sanguinis,lcdcustom,76.1
1085,Turicibacter_sanguinis,malYcustom,199.6
1086,Turicibacter_sanguinis,metCcustom,39.7
1087,Tyzzerella-nexilis-DSM-1787-MAF-2,cysKcustom,514.6
1088,Tyzzerella-nexilis-DSM-1787-MAF-2,cysMcustom,362.8
1089,Tyzzerella-nexilis-DSM-1787-MAF-2,lcdcustom,33.2
1090,Tyzzerella-nexilis-DSM-1787-MAF-2,malYcustom,494.5
1091,Tyzzerella-nexilis-DSM-1787-MAF-2,metCcustom,393.9
1092,Tyzzerella-nexilis-DSM-1787-MAF-2,tnaA,14.9
1093,Varibaculum_cambriense,cysKcustom,496.3
1094,Varibaculum_cambriense,cysMcustom,374.7
1095,Varibaculum_cambriense,lcdcustom,16.9
1096,Varibaculum_cambriense,malYcustom,405.0
1097,Varibaculum_cambriense,metCcustom,348.4
1098,Veillonella-sp-3-1-44-MAF-2,cysKcustom,518.3
1099,Veillonella-sp-3-1-44-MAF-2,cysMcustom,352.4
1100,Veillonella-sp-3-1-44-MAF-2,lcdcustom,70.0
1101,Veillonella-sp-3-1-44-MAF-2,malYcustom,570.0
1102,Veillonella-sp-3-1-44-MAF-2,metCcustom,525.3
1103,Veillonella-sp-6-1-27-MAF-2,cysKcustom,518.3
1104,Veillonella-sp-6-1-27-MAF-2,cysMcustom,352.4
1105,Veillonella-sp-6-1-27-MAF-2,lcdcustom,70.4
1106,Veillonella-sp-6-1-27-MAF-2,malYcustom,565.8
1107,Veillonella-sp-6-1-27-MAF-2,metCcustom,525.3
1108,Veillonella_parvula,cysKcustom,517.6
1109,Veillonella_parvula,cysMcustom,352.2
1110,Veillonella_parvula,lcdcustom,70.4
1111,Veillonella_parvula,malYcustom,571.8
1112,Veillonella_parvula,metCcustom,521.4
1113,Vibrio_cincinnatiensis,cysKcustom,513.2
1114,Vibrio_cincinnatiensis,cysMcustom,530.4
1115,Vibrio_cincinnatiensis,lcdcustom,81.3
1116,Vibrio_cincinnatiensis,malYcustom,142.4
1117,Vibrio_cincinnatiensis,metCcustom,587.2
