description,hit_id,targ_id,target_len,hit_score,hit_evalue,hit_bias,hsp_len,hsp_score,hsp_evalue_cond,hsp_evalue_ind,hsp_bias,output_table
Anaerobutyricum_hallii_malY,NZ_QSID01000007.1_6/40-389,NZ_QSID01000007.1_6,396,80.1,2.3e-23,0.0,350,79.4,1.2e-25,3.7e-23,0.0,workflow/out/malY/hmmer_output/Anaerobutyricum_hallii_malY.domtblout
Anaerobutyricum_hallii_malY,NZ_QSID01000017.1_13/45-384,NZ_QSID01000017.1_13,395,78.9,5.4e-23,0.0,340,78.5,2.3e-25,6.9e-23,0.0,workflow/out/malY/hmmer_output/Anaerobutyricum_hallii_malY.domtblout
Anaerobutyricum_hallii_malY,NZ_QSID01000005.1_35/114-401,NZ_QSID01000005.1_35,405,55.4,7.3e-16,0.0,288,55.2,2.9e-18,8.6e-16,0.0,workflow/out/malY/hmmer_output/Anaerobutyricum_hallii_malY.domtblout
Anaerobutyricum_hallii_malY,NZ_QSID01000014.1_52/132-281,NZ_QSID01000014.1_52,358,43.7,2.6e-12,0.0,150,43.4,1.1e-14,3.3e-12,0.0,workflow/out/malY/hmmer_output/Anaerobutyricum_hallii_malY.domtblout
Anaerobutyricum_hallii_malY,NZ_QSID01000008.1_59/61-172,NZ_QSID01000008.1_59,379,13.6,0.0037,0.0,112,12.8,2.1e-05,0.0062,0.0,workflow/out/malY/hmmer_output/Anaerobutyricum_hallii_malY.domtblout
Anaerostipes-caccae-DSM-14662-MAF-2_malY,1_405/34-379,1_405,385,155.7,2.8e-46,0.0,346,155.4,6.9e-49,3.4e-46,0.0,workflow/out/malY/hmmer_output/Anaerostipes-caccae-DSM-14662-MAF-2_malY.domtblout
Anaerostipes-caccae-DSM-14662-MAF-2_malY,1_563/29-379,1_563,387,152.9,2e-45,0.0,351,152.6,4.9e-48,2.4e-45,0.0,workflow/out/malY/hmmer_output/Anaerostipes-caccae-DSM-14662-MAF-2_malY.domtblout
Anaerostipes-caccae-DSM-14662-MAF-2_malY,1_2541/41-387,1_2541,398,87.1,1.9e-25,0.0,347,86.8,5.1e-28,2.5e-25,0.0,workflow/out/malY/hmmer_output/Anaerostipes-caccae-DSM-14662-MAF-2_malY.domtblout
Anaerostipes-caccae-DSM-14662-MAF-2_malY,1_2604/75-305,1_2604,363,71.2,1.3e-20,0.0,231,71.0,3.1e-23,1.5e-20,0.0,workflow/out/malY/hmmer_output/Anaerostipes-caccae-DSM-14662-MAF-2_malY.domtblout
Anaerostipes-caccae-DSM-14662-MAF-2_malY,1_1692/27-279,1_1692,356,66.2,4.3e-19,0.0,253,65.9,1.1e-21,5.5e-19,0.0,workflow/out/malY/hmmer_output/Anaerostipes-caccae-DSM-14662-MAF-2_malY.domtblout
Anaerostipes-caccae-DSM-14662-MAF-2_malY,1_2504/21-401,1_2504,405,56.4,4.3e-16,0.0,381,56.0,1.1e-18,5.4e-16,0.0,workflow/out/malY/hmmer_output/Anaerostipes-caccae-DSM-14662-MAF-2_malY.domtblout
Anaerostipes-caccae-DSM-14662-MAF-2_malY,1_2096/73-331,1_2096,393,39.9,4.3e-11,0.0,259,39.6,1.1e-13,5.2e-11,0.0,workflow/out/malY/hmmer_output/Anaerostipes-caccae-DSM-14662-MAF-2_malY.domtblout
Anaerotruncus-colihominis-DSM-17241-MAF-2_malY,1_1728/4-383,1_1728,388,427.8,6.5e-129,0.0,380,427.6,1.9e-131,7.5e-129,0.0,workflow/out/malY/hmmer_output/Anaerotruncus-colihominis-DSM-17241-MAF-2_malY.domtblout
Anaerotruncus-colihominis-DSM-17241-MAF-2_malY,1_1375/79-381,1_1375,409,161.8,4e-48,0.0,303,161.6,1.2e-50,4.6e-48,0.0,workflow/out/malY/hmmer_output/Anaerotruncus-colihominis-DSM-17241-MAF-2_malY.domtblout
Anaerotruncus-colihominis-DSM-17241-MAF-2_malY,1_966/30-385,1_966,390,158.5,4.1e-47,0.0,356,158.2,1.3e-49,4.9e-47,0.0,workflow/out/malY/hmmer_output/Anaerotruncus-colihominis-DSM-17241-MAF-2_malY.domtblout
Anaerotruncus-colihominis-DSM-17241-MAF-2_malY,1_306/28-381,1_306,389,101.4,9.4e-30,0.0,354,101.1,2.8e-32,1.1e-29,0.0,workflow/out/malY/hmmer_output/Anaerotruncus-colihominis-DSM-17241-MAF-2_malY.domtblout
Anaerotruncus-colihominis-DSM-17241-MAF-2_malY,1_1886/24-396,1_1886,400,80.5,2.1e-23,0.0,373,80.1,6.8e-26,2.7e-23,0.0,workflow/out/malY/hmmer_output/Anaerotruncus-colihominis-DSM-17241-MAF-2_malY.domtblout
Anaerotruncus-colihominis-DSM-17241-MAF-2_malY,1_2784/74-388,1_2784,398,54.1,2.1e-15,0.0,315,53.8,6.9e-18,2.7e-15,0.0,workflow/out/malY/hmmer_output/Anaerotruncus-colihominis-DSM-17241-MAF-2_malY.domtblout
Anaerotruncus-colihominis-DSM-17241-MAF-2_malY,1_1740/60-251,1_1740,357,37.2,2.8e-10,0.0,192,36.9,8.8e-13,3.4e-10,0.0,workflow/out/malY/hmmer_output/Anaerotruncus-colihominis-DSM-17241-MAF-2_malY.domtblout
Anaerotruncus-colihominis-DSM-17241-MAF-2_malY,1_1805/63-269,1_1805,351,34.3,2.2e-09,0.0,207,34.0,6.9e-12,2.7e-09,0.0,workflow/out/malY/hmmer_output/Anaerotruncus-colihominis-DSM-17241-MAF-2_malY.domtblout
Bacteroides-caccae-ATCC-43185-MAF-2_malY,1_1405/5-386,1_1405,390,490.1,8e-148,0.0,382,489.9,2.5e-150,9e-148,0.0,workflow/out/malY/hmmer_output/Bacteroides-caccae-ATCC-43185-MAF-2_malY.domtblout
Bacteroides-caccae-ATCC-43185-MAF-2_malY,1_3006/5-385,1_3006,386,455.8,2.1e-137,0.0,381,455.6,6.3e-140,2.3e-137,0.0,workflow/out/malY/hmmer_output/Bacteroides-caccae-ATCC-43185-MAF-2_malY.domtblout
Bacteroides-caccae-ATCC-43185-MAF-2_malY,1_171/30-393,1_171,398,151.5,5.8e-45,0.0,364,151.2,2e-47,7.2e-45,0.0,workflow/out/malY/hmmer_output/Bacteroides-caccae-ATCC-43185-MAF-2_malY.domtblout
Bacteroides-caccae-ATCC-43185-MAF-2_malY,1_1246/36-391,1_1246,396,107.6,1.3e-31,0.0,356,107.3,4.3e-34,1.6e-31,0.0,workflow/out/malY/hmmer_output/Bacteroides-caccae-ATCC-43185-MAF-2_malY.domtblout
Bacteroides-caccae-ATCC-43185-MAF-2_malY,1_3090/36-303,1_3090,400,107.4,1.4e-31,0.0,268,107.0,5e-34,1.9e-31,0.0,workflow/out/malY/hmmer_output/Bacteroides-caccae-ATCC-43185-MAF-2_malY.domtblout
Bacteroides-caccae-ATCC-43185-MAF-2_malY,1_2823/23-407,1_2823,411,58.2,1.3e-16,0.0,385,57.8,4.5e-19,1.7e-16,0.0,workflow/out/malY/hmmer_output/Bacteroides-caccae-ATCC-43185-MAF-2_malY.domtblout
Bacteroides-caccae-ATCC-43185-MAF-2_malY,1_864/19-260,1_864,350,49.0,7.8e-14,0.0,242,48.7,2.6e-16,9.6e-14,0.0,workflow/out/malY/hmmer_output/Bacteroides-caccae-ATCC-43185-MAF-2_malY.domtblout
Bacteroides-caccae-ATCC-43185-MAF-2_malY,1_1946/66-290,1_1946,347,46.3,5.3e-13,0.0,225,45.9,1.9e-15,7.1e-13,0.0,workflow/out/malY/hmmer_output/Bacteroides-caccae-ATCC-43185-MAF-2_malY.domtblout
Bacteroides-caccae-ATCC-43185-MAF-2_malY,1_2322/172-283,1_2322,439,29.0,9.3e-08,0.0,112,28.6,3.3e-10,1.2e-07,0.0,workflow/out/malY/hmmer_output/Bacteroides-caccae-ATCC-43185-MAF-2_malY.domtblout
Bacteroides-caccae-ATCC-43185-MAF-2_malY,1_2499/202-355,1_2499,548,27.0,3.7e-07,0.0,154,26.4,1.5e-09,5.6e-07,0.0,workflow/out/malY/hmmer_output/Bacteroides-caccae-ATCC-43185-MAF-2_malY.domtblout
Bacteroides-cellulosilyticus-DSM-14838-MAF-2_malY,1_2301/13-394,1_2301,397,478.7,3.2e-144,0.0,382,478.5,7.9e-147,3.6e-144,0.0,workflow/out/malY/hmmer_output/Bacteroides-cellulosilyticus-DSM-14838-MAF-2_malY.domtblout
Bacteroides-cellulosilyticus-DSM-14838-MAF-2_malY,1_3212/5-384,1_3212,389,464.9,4.9e-140,0.0,380,464.7,1.2e-142,5.6e-140,0.0,workflow/out/malY/hmmer_output/Bacteroides-cellulosilyticus-DSM-14838-MAF-2_malY.domtblout
Bacteroides-cellulosilyticus-DSM-14838-MAF-2_malY,1_327/30-393,1_327,398,151.3,8.9e-45,0.0,364,151.0,2.4e-47,1.1e-44,0.0,workflow/out/malY/hmmer_output/Bacteroides-cellulosilyticus-DSM-14838-MAF-2_malY.domtblout
Bacteroides-cellulosilyticus-DSM-14838-MAF-2_malY,1_172/36-391,1_172,394,113.3,3.2e-33,0.0,356,112.9,9e-36,4.1e-33,0.0,workflow/out/malY/hmmer_output/Bacteroides-cellulosilyticus-DSM-14838-MAF-2_malY.domtblout
Bacteroides-cellulosilyticus-DSM-14838-MAF-2_malY,1_3458/36-303,1_3458,400,108.5,9.2e-32,0.0,268,108.0,2.7e-34,1.2e-31,0.0,workflow/out/malY/hmmer_output/Bacteroides-cellulosilyticus-DSM-14838-MAF-2_malY.domtblout
Bacteroides-cellulosilyticus-DSM-14838-MAF-2_malY,1_3534/23-407,1_3534,411,62.3,1e-17,0.0,385,62.0,2.7e-20,1.3e-17,0.0,workflow/out/malY/hmmer_output/Bacteroides-cellulosilyticus-DSM-14838-MAF-2_malY.domtblout
Bacteroides-cellulosilyticus-DSM-14838-MAF-2_malY,1_2170/307-589,1_2170,603,55.6,1.1e-15,0.0,283,55.2,3.2e-18,1.5e-15,0.0,workflow/out/malY/hmmer_output/Bacteroides-cellulosilyticus-DSM-14838-MAF-2_malY.domtblout
Bacteroides-cellulosilyticus-DSM-14838-MAF-2_malY,1_4503/66-290,1_4503,347,51.2,2.4e-14,0.0,225,50.8,6.8e-17,3.1e-14,0.0,workflow/out/malY/hmmer_output/Bacteroides-cellulosilyticus-DSM-14838-MAF-2_malY.domtblout
Bacteroides-cellulosilyticus-DSM-14838-MAF-2_malY,1_3976/162-283,1_3976,438,28.9,1.4e-07,0.0,122,28.5,4e-10,1.8e-07,0.0,workflow/out/malY/hmmer_output/Bacteroides-cellulosilyticus-DSM-14838-MAF-2_malY.domtblout
Bacteroides-cellulosilyticus-DSM-14838-MAF-2_malY,1_3862/95-328,1_3862,345,27.9,2.8e-07,0.0,234,27.5,8.2e-10,3.7e-07,0.0,workflow/out/malY/hmmer_output/Bacteroides-cellulosilyticus-DSM-14838-MAF-2_malY.domtblout
Bacteroides-cellulosilyticus-DSM-14838-MAF-2_malY,1_803/110-191,1_803,346,14.3,0.0038,0.0,82,13.8,1.2e-05,0.0053,0.0,workflow/out/malY/hmmer_output/Bacteroides-cellulosilyticus-DSM-14838-MAF-2_malY.domtblout
Bacteroides-coprophilus-DSM-18228-MAF-2_malY,1_1973/6-387,1_1973,391,490.8,4.7e-148,0.0,382,490.6,1.4e-150,5.4e-148,0.0,workflow/out/malY/hmmer_output/Bacteroides-coprophilus-DSM-18228-MAF-2_malY.domtblout
Bacteroides-coprophilus-DSM-18228-MAF-2_malY,1_270/30-393,1_270,398,146.0,2.6e-43,0.0,364,145.7,8.1e-46,3.2e-43,0.0,workflow/out/malY/hmmer_output/Bacteroides-coprophilus-DSM-18228-MAF-2_malY.domtblout
Bacteroides-coprophilus-DSM-18228-MAF-2_malY,1_1969/38-392,1_1969,395,125.2,5.5e-37,0.0,355,124.9,1.6e-39,6.5e-37,0.0,workflow/out/malY/hmmer_output/Bacteroides-coprophilus-DSM-18228-MAF-2_malY.domtblout
Bacteroides-coprophilus-DSM-18228-MAF-2_malY,1_2152/40-303,1_2152,401,109.6,2.9e-32,0.0,264,109.2,1e-34,3.9e-32,0.0,workflow/out/malY/hmmer_output/Bacteroides-coprophilus-DSM-18228-MAF-2_malY.domtblout
Bacteroides-coprophilus-DSM-18228-MAF-2_malY,1_2025/59-406,1_2025,419,66.3,4.2e-19,0.0,348,65.7,1.6e-21,6.4e-19,0.0,workflow/out/malY/hmmer_output/Bacteroides-coprophilus-DSM-18228-MAF-2_malY.domtblout
Bacteroides-coprophilus-DSM-18228-MAF-2_malY,1_2143/174-408,1_2143,410,52.9,5e-15,0.0,235,52.6,1.5e-17,5.9e-15,0.0,workflow/out/malY/hmmer_output/Bacteroides-coprophilus-DSM-18228-MAF-2_malY.domtblout
Bacteroides-coprophilus-DSM-18228-MAF-2_malY,1_2189/68-221,1_2189,347,46.9,3.3e-13,0.0,154,46.5,1.1e-15,4.3e-13,0.0,workflow/out/malY/hmmer_output/Bacteroides-coprophilus-DSM-18228-MAF-2_malY.domtblout
Bacteroides-coprophilus-DSM-18228-MAF-2_malY,1_2622/121-323,1_2622,338,36.1,6.3e-10,0.0,203,35.1,3.2e-12,1.2e-09,0.0,workflow/out/malY/hmmer_output/Bacteroides-coprophilus-DSM-18228-MAF-2_malY.domtblout
Bacteroides-coprophilus-DSM-18228-MAF-2_malY,1_1709/184-288,1_1709,437,24.4,2.3e-06,0.0,105,23.9,7.8e-09,3.1e-06,0.0,workflow/out/malY/hmmer_output/Bacteroides-coprophilus-DSM-18228-MAF-2_malY.domtblout
Bacteroides-dorei-5-1-36-D4-MAF-2_malY,1_2238/5-386,1_2238,392,465.0,4.1e-140,0.0,382,464.8,1.1e-142,4.6e-140,0.0,workflow/out/malY/hmmer_output/Bacteroides-dorei-5-1-36-D4-MAF-2_malY.domtblout
Bacteroides-dorei-5-1-36-D4-MAF-2_malY,1_4022/5-384,1_4022,390,456.6,1.4e-137,0.0,380,456.5,3.9e-140,1.6e-137,0.0,workflow/out/malY/hmmer_output/Bacteroides-dorei-5-1-36-D4-MAF-2_malY.domtblout
Bacteroides-dorei-5-1-36-D4-MAF-2_malY,1_4413/1-194,1_4413,242,257.4,4.8e-77,0.1,194,257.2,1.4e-79,5.7e-77,0.1,workflow/out/malY/hmmer_output/Bacteroides-dorei-5-1-36-D4-MAF-2_malY.domtblout
Bacteroides-dorei-5-1-36-D4-MAF-2_malY,1_296/29-393,1_296,398,145.7,4e-43,0.0,365,145.4,1.2e-45,4.9e-43,0.0,workflow/out/malY/hmmer_output/Bacteroides-dorei-5-1-36-D4-MAF-2_malY.domtblout
Bacteroides-dorei-5-1-36-D4-MAF-2_malY,1_2234/37-392,1_2234,395,124.3,1.3e-36,0.0,356,124.1,3.6e-39,1.5e-36,0.0,workflow/out/malY/hmmer_output/Bacteroides-dorei-5-1-36-D4-MAF-2_malY.domtblout
Bacteroides-dorei-5-1-36-D4-MAF-2_malY,1_4047/60-323,1_4047,421,110.0,2.9e-32,0.0,264,109.5,9.9e-35,4.1e-32,0.0,workflow/out/malY/hmmer_output/Bacteroides-dorei-5-1-36-D4-MAF-2_malY.domtblout
Bacteroides-dorei-5-1-36-D4-MAF-2_malY,1_3055/77-406,1_3055,410,67.7,2.1e-19,0.0,330,67.4,6e-22,2.5e-19,0.0,workflow/out/malY/hmmer_output/Bacteroides-dorei-5-1-36-D4-MAF-2_malY.domtblout
Bacteroides-dorei-5-1-36-D4-MAF-2_malY,1_2499/65-261,1_2499,347,45.0,1.6e-12,0.0,197,44.7,4.9e-15,2e-12,0.0,workflow/out/malY/hmmer_output/Bacteroides-dorei-5-1-36-D4-MAF-2_malY.domtblout
Bacteroides-dorei-5-1-36-D4-MAF-2_malY,1_2377/202-350,1_2377,547,31.9,1.5e-08,0.0,149,31.3,5.6e-11,2.3e-08,0.0,workflow/out/malY/hmmer_output/Bacteroides-dorei-5-1-36-D4-MAF-2_malY.domtblout
Bacteroides-dorei-5-1-36-D4-MAF-2_malY,1_3335/123-321,1_3335,337,28.0,2.3e-07,0.0,199,27.1,1.1e-09,4.4e-07,0.0,workflow/out/malY/hmmer_output/Bacteroides-dorei-5-1-36-D4-MAF-2_malY.domtblout
Bacteroides-dorei-5-1-36-D4-MAF-2_malY,1_2414/180-287,1_2414,435,26.9,5.1e-07,0.0,108,26.5,1.6e-09,6.5e-07,0.0,workflow/out/malY/hmmer_output/Bacteroides-dorei-5-1-36-D4-MAF-2_malY.domtblout
Bacteroides-dorei-DSM-17855-MAF-2_malY,1_2199/5-386,1_2199,392,460.5,9.5e-139,0.0,382,460.3,2.8e-141,1.1e-138,0.0,workflow/out/malY/hmmer_output/Bacteroides-dorei-DSM-17855-MAF-2_malY.domtblout
Bacteroides-dorei-DSM-17855-MAF-2_malY,1_4254/5-384,1_4254,390,456.1,2.2e-137,0.0,380,455.9,6.3e-140,2.4e-137,0.0,workflow/out/malY/hmmer_output/Bacteroides-dorei-DSM-17855-MAF-2_malY.domtblout
Bacteroides-dorei-DSM-17855-MAF-2_malY,1_4591/1-194,1_4591,242,257.4,4.8e-77,0.1,194,257.2,1.5e-79,5.8e-77,0.1,workflow/out/malY/hmmer_output/Bacteroides-dorei-DSM-17855-MAF-2_malY.domtblout
Bacteroides-dorei-DSM-17855-MAF-2_malY,1_144/30-393,1_144,398,145.5,4.7e-43,0.0,364,145.2,1.5e-45,5.8e-43,0.0,workflow/out/malY/hmmer_output/Bacteroides-dorei-DSM-17855-MAF-2_malY.domtblout
Bacteroides-dorei-DSM-17855-MAF-2_malY,1_2195/37-392,1_2195,395,124.9,8.7e-37,0.0,356,124.6,2.7e-39,1e-36,0.0,workflow/out/malY/hmmer_output/Bacteroides-dorei-DSM-17855-MAF-2_malY.domtblout
Bacteroides-dorei-DSM-17855-MAF-2_malY,1_4279/60-323,1_4279,421,110.0,3e-32,0.0,264,109.5,1.1e-34,4.2e-32,0.0,workflow/out/malY/hmmer_output/Bacteroides-dorei-DSM-17855-MAF-2_malY.domtblout
Bacteroides-dorei-DSM-17855-MAF-2_malY,1_3077/22-406,1_3077,410,70.4,3.1e-20,0.0,385,70.1,1e-22,4e-20,0.0,workflow/out/malY/hmmer_output/Bacteroides-dorei-DSM-17855-MAF-2_malY.domtblout
Bacteroides-dorei-DSM-17855-MAF-2_malY,1_2433/65-261,1_2433,347,45.0,1.7e-12,0.0,197,44.7,5.3e-15,2.1e-12,0.0,workflow/out/malY/hmmer_output/Bacteroides-dorei-DSM-17855-MAF-2_malY.domtblout
Bacteroides-dorei-DSM-17855-MAF-2_malY,1_4448/343-583,1_4448,604,41.9,1.5e-11,0.0,241,41.2,5.8e-14,2.3e-11,0.0,workflow/out/malY/hmmer_output/Bacteroides-dorei-DSM-17855-MAF-2_malY.domtblout
Bacteroides-dorei-DSM-17855-MAF-2_malY,1_2313/202-350,1_2313,547,31.9,1.6e-08,0.0,149,31.3,6.1e-11,2.4e-08,0.0,workflow/out/malY/hmmer_output/Bacteroides-dorei-DSM-17855-MAF-2_malY.domtblout
Bacteroides-dorei-DSM-17855-MAF-2_malY,1_3550/123-321,1_3550,337,28.0,2.3e-07,0.0,199,27.1,1.2e-09,4.5e-07,0.0,workflow/out/malY/hmmer_output/Bacteroides-dorei-DSM-17855-MAF-2_malY.domtblout
Bacteroides-dorei-DSM-17855-MAF-2_malY,1_2350/180-287,1_2350,435,26.9,5.2e-07,0.0,108,26.5,1.7e-09,6.6e-07,0.0,workflow/out/malY/hmmer_output/Bacteroides-dorei-DSM-17855-MAF-2_malY.domtblout
Bacteroides-eggerthii-DSM-20697-MAF-2_malY,1_1230/5-386,1_1230,394,472.8,1.4e-142,0.0,382,472.6,4e-145,1.5e-142,0.0,workflow/out/malY/hmmer_output/Bacteroides-eggerthii-DSM-20697-MAF-2_malY.domtblout
Bacteroides-eggerthii-DSM-20697-MAF-2_malY,1_966/30-393,1_966,398,150.1,1.5e-44,0.0,364,149.8,4.6e-47,1.8e-44,0.0,workflow/out/malY/hmmer_output/Bacteroides-eggerthii-DSM-20697-MAF-2_malY.domtblout
Bacteroides-eggerthii-DSM-20697-MAF-2_malY,1_2046/37-303,1_2046,400,113.7,1.6e-33,0.0,267,113.2,6e-36,2.3e-33,0.0,workflow/out/malY/hmmer_output/Bacteroides-eggerthii-DSM-20697-MAF-2_malY.domtblout
Bacteroides-eggerthii-DSM-20697-MAF-2_malY,1_66/38-391,1_66,394,110.3,1.8e-32,0.0,354,109.9,5.9e-35,2.3e-32,0.0,workflow/out/malY/hmmer_output/Bacteroides-eggerthii-DSM-20697-MAF-2_malY.domtblout
Bacteroides-eggerthii-DSM-20697-MAF-2_malY,1_2108/23-406,1_2108,411,67.3,2.1e-19,0.0,384,66.9,7.1e-22,2.8e-19,0.0,workflow/out/malY/hmmer_output/Bacteroides-eggerthii-DSM-20697-MAF-2_malY.domtblout
Bacteroides-eggerthii-DSM-20697-MAF-2_malY,1_2882/65-290,1_2882,345,48.9,8.2e-14,0.0,226,48.5,2.7e-16,1e-13,0.0,workflow/out/malY/hmmer_output/Bacteroides-eggerthii-DSM-20697-MAF-2_malY.domtblout
Bacteroides-eggerthii-DSM-20697-MAF-2_malY,1_2214/117-329,1_2214,343,30.6,2.9e-08,0.0,213,30.2,1e-10,3.9e-08,0.0,workflow/out/malY/hmmer_output/Bacteroides-eggerthii-DSM-20697-MAF-2_malY.domtblout
Bacteroides-eggerthii-DSM-20697-MAF-2_malY,1_2431/180-288,1_2431,439,28.7,1.1e-07,0.0,109,28.3,3.8e-10,1.5e-07,0.0,workflow/out/malY/hmmer_output/Bacteroides-eggerthii-DSM-20697-MAF-2_malY.domtblout
Bacteroides-eggerthii-DSM-20697-MAF-2_malY,1_2877/194-339,1_2877,540,20.5,3.3e-05,0.0,146,19.8,1.4e-07,5.4e-05,0.0,workflow/out/malY/hmmer_output/Bacteroides-eggerthii-DSM-20697-MAF-2_malY.domtblout
Bacteroides-finegoldii-DSM-17565-MAF-2_malY,1_1497/5-386,1_1497,390,479.9,1.1e-144,0.0,382,479.7,2.8e-147,1.3e-144,0.0,workflow/out/malY/hmmer_output/Bacteroides-finegoldii-DSM-17565-MAF-2_malY.domtblout
Bacteroides-finegoldii-DSM-17565-MAF-2_malY,1_111/30-393,1_111,398,153.0,2.2e-45,0.0,364,152.7,6e-48,2.8e-45,0.0,workflow/out/malY/hmmer_output/Bacteroides-finegoldii-DSM-17565-MAF-2_malY.domtblout
Bacteroides-finegoldii-DSM-17565-MAF-2_malY,1_248/21-367,1_248,374,139.4,3.1e-41,0.0,347,139.1,8.1e-44,3.8e-41,0.0,workflow/out/malY/hmmer_output/Bacteroides-finegoldii-DSM-17565-MAF-2_malY.domtblout
Bacteroides-finegoldii-DSM-17565-MAF-2_malY,1_1359/37-391,1_1359,404,110.6,1.7e-32,0.0,355,110.3,4.4e-35,2.1e-32,0.0,workflow/out/malY/hmmer_output/Bacteroides-finegoldii-DSM-17565-MAF-2_malY.domtblout
Bacteroides-finegoldii-DSM-17565-MAF-2_malY,1_2070/36-303,1_2070,400,107.7,1.3e-31,0.0,268,107.3,3.9e-34,1.8e-31,0.0,workflow/out/malY/hmmer_output/Bacteroides-finegoldii-DSM-17565-MAF-2_malY.domtblout
Bacteroides-finegoldii-DSM-17565-MAF-2_malY,1_2317/23-407,1_2317,411,63.1,4.6e-18,0.0,385,62.7,1.3e-20,6.1e-18,0.0,workflow/out/malY/hmmer_output/Bacteroides-finegoldii-DSM-17565-MAF-2_malY.domtblout
Bacteroides-finegoldii-DSM-17565-MAF-2_malY,1_3259/65-290,1_3259,347,50.0,4.4e-14,0.0,226,49.6,1.2e-16,5.7e-14,0.0,workflow/out/malY/hmmer_output/Bacteroides-finegoldii-DSM-17565-MAF-2_malY.domtblout
Bacteroides-finegoldii-DSM-17565-MAF-2_malY,1_2574/202-356,1_2574,545,28.4,1.7e-07,0.0,155,27.7,5.5e-10,2.6e-07,0.0,workflow/out/malY/hmmer_output/Bacteroides-finegoldii-DSM-17565-MAF-2_malY.domtblout
Bacteroides-finegoldii-DSM-17565-MAF-2_malY,1_2843/179-283,1_2843,439,27.0,4.4e-07,0.0,105,26.6,1.2e-09,5.6e-07,0.0,workflow/out/malY/hmmer_output/Bacteroides-finegoldii-DSM-17565-MAF-2_malY.domtblout
Bacteroides-fragilis-2-1-16-MAF-2_malY,1_1517/5-386,1_1517,395,477.8,5.3e-144,0.0,382,477.6,1.6e-146,6e-144,0.0,workflow/out/malY/hmmer_output/Bacteroides-fragilis-2-1-16-MAF-2_malY.domtblout
Bacteroides-fragilis-2-1-16-MAF-2_malY,1_1176/30-393,1_1176,398,151.0,9.5e-45,0.0,364,150.7,3.2e-47,1.2e-44,0.0,workflow/out/malY/hmmer_output/Bacteroides-fragilis-2-1-16-MAF-2_malY.domtblout
Bacteroides-fragilis-2-1-16-MAF-2_malY,1_93/37-392,1_93,395,108.3,9e-32,0.0,356,108.1,2.9e-34,1.1e-31,0.0,workflow/out/malY/hmmer_output/Bacteroides-fragilis-2-1-16-MAF-2_malY.domtblout
Bacteroides-fragilis-2-1-16-MAF-2_malY,1_1986/37-304,1_1986,400,106.3,3.7e-31,0.0,268,106.1,1.2e-33,4.3e-31,0.0,workflow/out/malY/hmmer_output/Bacteroides-fragilis-2-1-16-MAF-2_malY.domtblout
Bacteroides-fragilis-2-1-16-MAF-2_malY,1_3305/23-407,1_3305,411,60.7,2.6e-17,0.0,385,60.4,9e-20,3.3e-17,0.0,workflow/out/malY/hmmer_output/Bacteroides-fragilis-2-1-16-MAF-2_malY.domtblout
Bacteroides-fragilis-2-1-16-MAF-2_malY,1_3662/67-289,1_3662,346,46.4,6e-13,0.0,223,45.9,2.2e-15,8e-13,0.0,workflow/out/malY/hmmer_output/Bacteroides-fragilis-2-1-16-MAF-2_malY.domtblout
Bacteroides-fragilis-2-1-16-MAF-2_malY,1_493/367-587,1_493,602,39.4,7.6e-11,0.0,221,38.8,3.3e-13,1.2e-10,0.0,workflow/out/malY/hmmer_output/Bacteroides-fragilis-2-1-16-MAF-2_malY.domtblout
Bacteroides-fragilis-2-1-16-MAF-2_malY,1_2423/171-281,1_2423,439,30.0,5.6e-08,0.0,111,29.5,2.2e-10,8e-08,0.0,workflow/out/malY/hmmer_output/Bacteroides-fragilis-2-1-16-MAF-2_malY.domtblout
Bacteroides-fragilis-2-1-16-MAF-2_malY,1_3095/121-323,1_3095,338,27.5,3.2e-07,0.0,203,27.0,1.2e-09,4.4e-07,0.0,workflow/out/malY/hmmer_output/Bacteroides-fragilis-2-1-16-MAF-2_malY.domtblout
Bacteroides-fragilis-2-1-16-MAF-2_malY,1_1923/203-350,1_1923,549,26.5,6.6e-07,0.0,148,25.6,3.2e-09,1.2e-06,0.0,workflow/out/malY/hmmer_output/Bacteroides-fragilis-2-1-16-MAF-2_malY.domtblout
Bacteroides-fragilis-3-1-12-MAF-2_malY,1_1746/5-385,1_1746,395,483.6,9.4e-146,0.0,381,483.4,2.7e-148,1.1e-145,0.0,workflow/out/malY/hmmer_output/Bacteroides-fragilis-3-1-12-MAF-2_malY.domtblout
Bacteroides-fragilis-3-1-12-MAF-2_malY,1_3215/5-384,1_3215,405,457.7,7.1e-138,0.0,380,457.5,2e-140,8.1e-138,0.0,workflow/out/malY/hmmer_output/Bacteroides-fragilis-3-1-12-MAF-2_malY.domtblout
Bacteroides-fragilis-3-1-12-MAF-2_malY,1_1352/30-393,1_1352,398,150.6,1.4e-44,0.0,364,150.3,4.2e-47,1.7e-44,0.0,workflow/out/malY/hmmer_output/Bacteroides-fragilis-3-1-12-MAF-2_malY.domtblout
Bacteroides-fragilis-3-1-12-MAF-2_malY,1_99/37-392,1_99,395,109.8,3.4e-32,0.0,356,109.6,1e-34,4e-32,0.0,workflow/out/malY/hmmer_output/Bacteroides-fragilis-3-1-12-MAF-2_malY.domtblout
